seqnames,start,end,width,strand,count,name,exon,intron,utr5,utr5.,utr3,utr3.,intergenic,mirna,annot,target_gene,hfk.hf.padj,hfk.hf.log2FC,seed.8mer,seed.7m8,seed.7A1,seed.6mer,target_Ensembl_ID,target_Uniprot_ID,target_Entrez_ID
chr17,25104704,25104751,48,-,1426,peak11297,NA,Telo2,NA,NA,NA,NA,FALSE,NA,intron,Telo2,0.14376336971032821,2.1985976232818576,NA,NA,NA,NA,ENSMUSG00000024170,Q9DC40,71718
chr17,25959462,25959521,60,-,3394,peak11305,Capn15,Capn15,NA,NA,Capn15,Capn15,FALSE,NA,utr3,Capn15,0.8063026078938363,-0.2168649394287331,miR-17-5p/20-5p/93-5p/106-5p,NA,NA,miR-130-3p/301-3p,ENSMUSG00000037326,Q9JLG8,50817
chr17,26212862,26212925,64,-,3471,peak11307,Fam234a,NA,NA,NA,Fam234a,NA,FALSE,NA,utr3,Fam234a,0.010839040114032354,3.4683429656405855,NA,miR-29-3p,NA,miR-18-5p,NA,Q8C0Z1,106581
chr17,26213060,26213111,52,-,3519,peak11309,Fam234a,NA,NA,NA,Fam234a,NA,FALSE,NA,utr3,Fam234a,0.09772660232693307,1.9662527620874515,NA,NA,NA,"miR-139-5p, miR-221-3p/222-3p",NA,Q8C0Z1,106581
chr17,26213132,26213178,47,-,2188,peak11310,Fam234a,NA,NA,NA,Fam234a,NA,FALSE,NA,utr3,Fam234a,0.05586726640630119,2.644912874820156,NA,miR-15-5p/16-5p/195-5p/322-5p/497-5p,NA,"miR-103-3p/107-3p, miR-140-5p, miR-194-2-3p/6926-5p/7055-5p, miR-484",NA,Q8C0Z1,106581
chr17,26213676,26213724,49,-,2658,peak11314,Fam234a,Fam234a,NA,NA,NA,NA,FALSE,NA,exon,Fam234a,0.7144217301845024,0.3329031268879396,NA,miR-103-3p/107-3p,miR-24-3p,miR-652-3p,NA,Q8C0Z1,106581
chr17,26505910,26505962,53,-,8563,peak11320,Dusp1,NA,NA,NA,Dusp1,NA,FALSE,NA,utr3,Dusp1,0.24546437360063322,0.7109682232349492,miR-200-3p/429-3p,NA,NA,NA,ENSMUSG00000024190 ENSMUSG00000030203,P28563,19252 70686
chr17,27019966,27020023,58,-,2376,peak11325,Bak1,NA,NA,NA,Bak1,Bak1,FALSE,NA,utr3,Bak1,0.061597059737312054,2.2315872105037795,miR-26-5p,NA,NA,miR-18-5p,ENSMUSG00000057789,O08734,12018
chr17,27020706,27020758,53,-,6863,peak11332,Bak1,NA,NA,NA,Bak1,Bak1,FALSE,NA,utr3,Bak1,0.009025963438593772,2.1840908791625386,miR-29-3p,NA,miR-148-3p/152-3p,NA,ENSMUSG00000057789,O08734,12018
chr17,27028411,27028463,53,-,5295,peak11334,Bak1,NA,Bak1,NA,NA,NA,FALSE,NA,utr5,Bak1,0.015783461465788906,2.104997516908209,miR-24-3p,miR-19-3p,NA,NA,ENSMUSG00000057789,O08734,12018
chr17,28896789,28896837,49,-,2920,peak11353,RP24-318I24.1,NA,NA,NA,RP24-318I24.1,NA,FALSE,NA,utr3,RP24-318I24.1,0.4114598415447294,0.67753667041854,"miR-185-5p, miR-24-3p",NA,miR-194-2-3p/6926-5p/7055-5p,NA,NA,"NA",NA
chr17,28898490,28898581,92,-,1679,peak11359,RP24-318I24.1,NA,NA,NA,RP24-318I24.1,NA,FALSE,NA,utr3,RP24-318I24.1,0.009894929185658043,4.169473304272565,NA,NA,"miR-182-5p, miR-96-5p",NA,NA,"NA",NA
chr17,28972133,28972222,90,-,5581,peak11369,Stk38,Stk38,NA,NA,Stk38,Stk38,FALSE,NA,utr3,Stk38,0.1647475302497844,1.3534191871992063,miR-194-5p,NA,NA,"miR-182-5p, miR-200-3p/429-3p, miR-96-5p",ENSMUSG00000024006,Q91VJ4,106504
chr17,28982076,28982128,53,-,2878,peak11371,Stk38,NA,NA,NA,NA,NA,FALSE,NA,exon,Stk38,0.8148350749785681,0.2263414842694415,miR-200-3p/429-3p,NA,NA,NA,ENSMUSG00000024006,Q91VJ4,106504
chr17,30391888,30391937,50,-,3195,peak11376,NA,Btbd9,NA,NA,NA,NA,FALSE,NA,intron,Btbd9,0.7092982010716339,0.31556465199497913,NA,"miR-17-5p/20-5p/93-5p/106-5p, miR-378-3p",NA,miR-130-3p/301-3p,ENSMUSG00000062202,Q8C726,224671
chr17,30474940,30474989,50,-,1979,peak11378,NA,Btbd9,NA,NA,NA,NA,FALSE,NA,intron,Btbd9,0.03473373672332526,3.346053600263418,miR-200-3p/429-3p,NA,NA,NA,ENSMUSG00000062202,Q8C726,224671
chr17,31127370,31127433,64,-,24584,peak11386,Tff3,NA,NA,NA,NA,NA,FALSE,NA,exon,Tff3,0.004133738687123503,1.4549439751938629,NA,"miR-29-3p, miR-15-5p/16-5p/195-5p/322-5p/497-5p",NA,"miR-103-3p/107-3p, miR-15-5p/16-5p/195-5p/322-5p/497-5p",ENSMUSG00000024029,Q62395,21786
chr17,32377157,32377217,61,-,4169,peak11396,Wiz,Wiz,NA,NA,Wiz,Wiz,FALSE,NA,utr3,Wiz,0.0349940295520187,2.8914099615202264,NA,miR-24-3p,NA,NA,ENSMUSG00000024050,O88286,22404
chr17,32804893,32804943,51,-,1333,peak11401,Gm25555,Zfp811,NA,NA,NA,NA,FALSE,NA,exon,Gm25555 Zfp811,3.412728196699211e-14,-5.6413039042350945,NA,NA,NA,NA,NA,Q80WT1,NA
chr17,32907647,32907705,59,-,1912,peak11403,Cyp4f14,NA,NA,NA,NA,NA,FALSE,NA,exon,Cyp4f14,0.1590672163279763,-1.1892801167127303,miR-484,NA,NA,"miR-15-5p/16-5p/195-5p/322-5p/497-5p, miR-378a-5p",ENSMUSG00000024292,Q9EP75,64385
chr17,32916834,32916889,56,-,18879,peak11405,Cyp4f14,NA,Cyp4f14,NA,NA,NA,FALSE,NA,utr5,Cyp4f14,0.11427787242776953,-0.8214395077521972,NA,"miR-24-3p, miR-484",NA,NA,ENSMUSG00000024292,Q9EP75,64385
chr17,33950289,33950349,61,-,2157,peak11413,B3galt4,NA,NA,NA,NA,Rps18,FALSE,NA,utr3*,Rps18,0.701561240334423,0.40874767892093994,miR-29-3p,miR-194-5p,NA,miR-29-3p,ENSMUSG00000008668,P62270,20084
chr17,33996270,33996306,37,-,2517,peak11419,H2-K1,NA,NA,NA,H2-K1,H2-K1,FALSE,NA,utr3,H2-K1,0.009627782630986098,3.932943382033002,NA,"miR-7-5p, miR-148-3p/152-3p",NA,miR-130-3p/301-3p,ENSMUSG00000061232,P01901 P01902 P03991 P04223 P14428,14972
chr17,33996341,33996391,51,-,3388,peak11420,H2-K1,NA,NA,NA,H2-K1,H2-K1,FALSE,NA,utr3,H2-K1,0.07224103333930638,1.821954220954928,miR-23-3p,NA,NA,"miR-27-3p, miR-24-3p",ENSMUSG00000061232,P01901 P01902 P03991 P04223 P14428,14972
chr17,33999478,33999535,58,-,23801,peak11429,H2-K1,H2-K1,NA,NA,NA,NA,FALSE,NA,exon,H2-K1,0.35559204709837267,0.47383240653422354,NA,NA,miR-27-3p,NA,ENSMUSG00000061232,P01901 P01902 P03991 P04223 P14428,14972
chr17,34000201,34000274,74,-,8028,peak11433,H2-K1,NA,H2-K1,H2-K1,NA,NA,FALSE,NA,utr5,H2-K1,0.6957702881668414,-0.2514099339338976,NA,NA,NA,miR-15-5p/16-5p/195-5p/322-5p/497-5p,ENSMUSG00000061232,P01901 P01902 P03991 P04223 P14428,14972
chr17,34488245,34488301,57,-,810,peak11454,Btnl5-ps,NA,NA,NA,NA,NA,FALSE,NA,exon,Btnl5-ps,7.637709558968722e-9,-5.6411415853439255,NA,NA,NA,NA,ENSMUSG00000073420,"NA",81497
chr17,34497159,34497222,64,-,3383,peak11458,Btnl5-ps,NA,NA,NA,NA,NA,FALSE,NA,exon,Btnl5-ps,0.8288484853757557,0.18974446865042874,NA,NA,miR-148-3p/152-3p,miR-27-3p,ENSMUSG00000073420,"NA",81497
chr17,34507981,34508036,56,-,990,peak11466,Btnl6,NA,NA,NA,NA,NA,FALSE,NA,exon,Btnl6,3.020700820491937e-11,-5.190871362947478,NA,NA,NA,miR-181-5p,ENSMUSG00000092618,A2CG22,624681
chr17,35683614,35683669,56,-,4914,peak11488,Ddr1,NA,NA,NA,Ddr1,Ddr1,FALSE,NA,utr3,Ddr1,0.003298118332660904,4.425866888384616,miR-194-5p,NA,NA,NA,ENSMUSG00000003534,Q03146,12305
chr17,35834218,35834281,64,-,3741,peak11493,Tubb5,NA,NA,NA,Tubb5,NA,FALSE,NA,utr3,Tubb5,0.07531995576950144,1.775840056562685,miR-24-3p,miR-7-5p,NA,"miR-340-5p, miR-183-5p",ENSMUSG00000001525,P99024,22154
chr17,35892783,35892840,58,-,13269,peak11495,RP24-180B11.5,NA,NA,NA,RP24-180B11.5,RP24-180B11.5,FALSE,NA,utr3,RP24-180B11.5,4.5165548837326084e-7,-2.8228479080465627,"miR-210-3p, miR-148-3p/152-3p",NA,miR-147-3p,"miR-181-5p, miR-130-3p/301-3p",NA,"NA",NA
chr17,35892916,35892971,56,-,9134,peak11496,RP24-180B11.5,RP24-180B11.5,NA,NA,RP24-180B11.5,NA,FALSE,NA,utr3,RP24-180B11.5,2.9041227526830656e-4,4.060613156492947,NA,NA,miR-27-3p,"miR-22-3p, miR-15-5p/16-5p/195-5p/322-5p/497-5p",NA,"NA",NA
chr17,36032615,36032669,55,-,2174,peak11503,H2-T23,NA,NA,NA,NA,NA,FALSE,NA,exon,H2-T23,7.62030938720337e-5,-2.237754653689786,NA,miR-345-5p,NA,miR-15-5p/16-5p/195-5p/322-5p/497-5p,ENSMUSG00000067212,P06339,15040
chr17,42805263,42805311,49,-,64790,peak11512,Cd2ap,NA,NA,NA,NA,NA,FALSE,NA,exon,Cd2ap,0.10567504446478757,-0.8971977602911657,NA,NA,miR-191-5p,miR-15-5p/16-5p/195-5p/322-5p/497-5p,ENSMUSG00000061665,Q9JLQ0,12488
chr17,42830039,42830100,62,-,2417,peak11517,Cd2ap,NA,NA,NA,NA,NA,FALSE,NA,exon,Cd2ap,0.7145392407736546,-0.32124368633900774,let-7-5p/miR-98-5p,NA,NA,"miR-183-5p, miR-196-5p",ENSMUSG00000061665,Q9JLQ0,12488
chr17,46018559,46018612,54,-,1649,peak11542,Vegfa,NA,NA,NA,Vegfa,Vegfa,FALSE,NA,utr3,Vegfa,0.9273537449439112,-0.10021405672327292,miR-15-5p/16-5p/195-5p/322-5p/497-5p,miR-141-5p/6769b-3p,NA,miR-103-3p/107-3p,ENSMUSG00000023951,Q00731,22339
chr17,46674852,46674916,65,-,2496,peak11547,Klhdc3,NA,NA,Rrp36,Klhdc3,NA,FALSE,NA,utr3,Klhdc3,0.1985324334040358,1.4545948450555315,NA,miR-29-3p,NA,NA,ENSMUSG00000063576,Q8VEM9,71765
chr17,46778467,46778517,51,-,2081,peak11552,Rpl7l1,NA,NA,NA,NA,NA,FALSE,NA,exon,Rpl7l1,0.0188328998621376,3.6863481378055414,NA,NA,NA,NA,ENSMUSG00000063888,Q9D8M4,66229
chr17,47493641,47493695,55,-,2370,peak11553,Taf8,NA,NA,NA,NA,NA,FALSE,NA,exon,Taf8,0.5081006794102573,0.7777008304507033,let-7-5p/miR-98-5p,NA,NA,"miR-196-5p, miR-671-5p",ENSMUSG00000023980,Q9EQH4,63856
chr17,48389127,48389189,63,-,3220,peak11555,Nfya,NA,NA,NA,Nfya,Nfya,FALSE,NA,utr3,Nfya,0.4966949979247572,0.6251875769877864,miR-200-3p/429-3p,NA,NA,"miR-25-3p/32-5p/92-3p/363-3p/367-3p, miR-378a-5p",ENSMUSG00000023994,P23708,18044
chr17,48391938,48391995,58,-,2106,peak11556,Nfya,NA,NA,NA,NA,NA,FALSE,NA,exon,Nfya,8.674047614258108e-8,-3.2256585736030448,NA,NA,"miR-182-5p, miR-23-3p, miR-96-5p",NA,ENSMUSG00000023994,P23708,18044
chr17,56271481,56271536,56,-,2035,peak11563,Ticam1,NA,NA,NA,NA,NA,FALSE,NA,exon,Ticam1,0.37405317069886035,0.9023006918072223,NA,miR-34-5p/449-5p,NA,miR-148-3p/152-3p,ENSMUSG00000047123,Q80UF7,106759
chr17,56954398,56954453,56,-,8053,peak11566,Acer1,NA,NA,NA,Acer1,NA,FALSE,NA,utr3,Acer1,0.22868045911983334,0.8034343668056647,NA,miR-200-3p/429-3p,NA,miR-23-3p,ENSMUSG00000045019,Q8R4X1,171168
chr17,57022055,57022129,75,-,3647,peak11571,Khsrp,NA,NA,NA,Khsrp,NA,FALSE,NA,utr3,Khsrp,0.09012671858223403,1.8996170169761437,NA,NA,"miR-103-3p/107-3p, miR-7-5p",NA,ENSMUSG00000007670,Q3U0V1,16549
chr17,57022153,57022210,58,-,3704,peak11572,Khsrp,NA,NA,NA,Khsrp,NA,FALSE,NA,utr3,Khsrp,0.8461678952556969,-0.14540698259132617,let-7-5p/miR-98-5p,NA,NA,"miR-18-5p, miR-196-5p",ENSMUSG00000007670,Q3U0V1,16549
chr17,57022287,57022356,70,-,3281,peak11573,Khsrp,NA,NA,NA,Khsrp,NA,FALSE,NA,utr3,Khsrp,0.21880202896515819,1.1789259707515454,miR-194-2-3p/6926-5p/7055-5p,miR-205-5p,NA,NA,ENSMUSG00000007670,Q3U0V1,16549
chr17,65580267,65580318,52,-,1973,peak11580,Vapa,NA,NA,NA,Vapa,NA,FALSE,NA,utr3,Vapa,0.1114485943335688,2.357926566895293,NA,miR-194-5p,NA,let-7-5p/miR-98-5p,ENSMUSG00000024091,Q9WV55,30960
chr17,66087423,66087480,58,-,4201,peak11585,Ndufv2,NA,NA,NA,NA,NA,FALSE,NA,exon,Ndufv2,0.4634036040814508,0.5930803630306432,miR-16-2-3p,miR-103-3p/107-3p,miR-130-3p/301-3p,miR-18-5p,ENSMUSG00000024099,Q9D6J6,72900
chr17,70844338,70844399,62,-,3407,peak11593,Tgif1,NA,NA,NA,Tgif1,Tgif1,FALSE,NA,utr3,Tgif1,0.01918755013892147,3.5812945305170487,miR-25-3p/32-5p/92-3p/363-3p/367-3p,NA,NA,miR-7-5p,ENSMUSG00000047407,P70284,21815
chr17,70974015,70974066,52,-,1897,peak11596,Myl12b,NA,NA,NA,Myl12b,NA,FALSE,NA,utr3,Myl12b,0.08853729336630473,-1.2751141564593984,miR-27-3p,miR-140-5p,NA,miR-194-2-3p/6926-5p/7055-5p,ENSMUSG00000034868,Q3THE2,67938
chr17,73906244,73906295,52,-,3487,peak11608,Xdh,Xdh,NA,NA,NA,NA,FALSE,NA,exon,Xdh,2.1768233783664204e-4,-2.315768305573285,NA,NA,NA,NA,ENSMUSG00000024066,Q00519,22436
chr17,73923052,73923101,50,-,3908,peak11610,Xdh,NA,NA,NA,NA,NA,FALSE,NA,exon,Xdh,0.01630167598255724,2.324565237062408,NA,NA,NA,miR-484,ENSMUSG00000024066,Q00519,22436
chr17,73926547,73926600,54,-,1682,peak11611,Xdh,Xdh,NA,NA,NA,NA,FALSE,NA,exon,Xdh,0.2766072140409694,1.1601928020625698,NA,NA,"miR-103-3p/107-3p, miR-24-3p",NA,ENSMUSG00000024066,Q00519,22436
chr17,74219403,74219457,55,-,2013,peak11615,NA,Memo1,NA,NA,NA,NA,FALSE,NA,intron,Memo1,0.006105082421542028,4.446883681165846,miR-194-5p,NA,miR-30a-3p/30d-3p/30e-3p,miR-148-3p/152-3p,ENSMUSG00000058704,Q91VH6,76890
chr17,74222597,74222644,48,-,2152,peak11616,NA,Memo1,NA,NA,NA,NA,FALSE,NA,intron,Memo1,0.037495698627957874,3.2776865514319167,NA,"miR-19-3p, miR-17-5p/20-5p/93-5p/106-5p, miR-130-3p/301-3p",NA,"miR-140-5p, miR-194-2-3p/6926-5p/7055-5p",ENSMUSG00000058704,Q91VH6,76890
chr17,78378011,78378109,99,-,6564,peak11620,Fez2,NA,NA,NA,Fez2,NA,FALSE,NA,utr3,Fez2,0.01635375706524793,2.6453860511646408,NA,NA,NA,"miR-27-3p, miR-34-5p/449-5p",ENSMUSG00000056121,Q6TYB5,225020
chr17,78378183,78378209,27,-,1714,peak11621,Fez2,NA,NA,NA,Fez2,NA,FALSE,NA,utr3,Fez2,0.03545867538959046,2.645281087529871,NA,NA,NA,miR-148-3p/152-3p,ENSMUSG00000056121,Q6TYB5,225020
chr17,78378255,78378315,61,-,11882,peak11622,Fez2,NA,NA,NA,Fez2,NA,FALSE,NA,utr3,Fez2,0.017745498317712737,1.5776892016247985,NA,miR-141-3p,"miR-141-3p, miR-378-3p",miR-194-5p,ENSMUSG00000056121,Q6TYB5,225020
chr17,78378374,78378454,81,-,2277,peak11623,Fez2,NA,NA,NA,Fez2,NA,FALSE,NA,utr3,Fez2,0.27357212402461395,1.0072056168910437,miR-148-3p/152-3p,NA,NA,miR-130-3p/301-3p,ENSMUSG00000056121,Q6TYB5,225020
chr17,78378582,78378654,73,-,7119,peak11624,Fez2,NA,NA,NA,Fez2,NA,FALSE,NA,utr3,Fez2,0.010319645793266143,2.4821947396104957,miR-200-3p/429-3p,miR-103-3p/107-3p,miR-26-5p,miR-183-5p,ENSMUSG00000056121,Q6TYB5,225020
chr17,78378693,78378736,44,-,1753,peak11625,Fez2,NA,NA,NA,Fez2,NA,FALSE,NA,utr3,Fez2,0.06994025166070152,3.030025062444103,NA,NA,NA,miR-671-5p,ENSMUSG00000056121,Q6TYB5,225020
chr17,78653274,78653327,54,-,2296,peak11632,Strn,NA,NA,NA,Strn,Strn,FALSE,NA,utr3,Strn,0.004138376095313288,4.535204901066892,miR-7-5p,NA,miR-24-3p,NA,ENSMUSG00000024077 ENSMUSG00000030374,O55106 P58404,268980 97387
chr17,78654931,78654994,64,-,5407,peak11633,Strn,NA,NA,NA,Strn,NA,FALSE,NA,utr3,Strn,0.04762031377407566,1.653103262894983,NA,NA,NA,NA,ENSMUSG00000024077 ENSMUSG00000030374,O55106 P58404,268980 97387
chr17,78814123,78814178,56,-,2067,peak11636,Heatr5b,NA,NA,NA,NA,NA,FALSE,NA,exon,Heatr5b,0.13878948930618232,1.8663262360735273,NA,"miR-196-5p, let-7-5p/miR-98-5p",NA,NA,ENSMUSG00000039414,Q8C547,320473
chr17,80597549,80597595,47,-,1613,peak11639,Map4k3,Map4k3,NA,NA,NA,NA,FALSE,NA,exon,Map4k3,3.7787909445949943e-4,-2.328910387167348,NA,let-7-5p/miR-98-5p,miR-30-5p/384-5p,miR-196-5p,ENSMUSG00000024242,Q99JP0,225028
chr17,81584308,81584364,57,-,2537,peak11643,NA,Slc8a1,NA,NA,NA,NA,FALSE,NA,intron,Slc8a1,0.02374144007523996,3.485822864561751,let-7-5p/miR-98-5p,NA,NA,miR-196-5p,ENSMUSG00000054640,P70414,20541
chr17,84187115,84187162,48,-,36479,peak11651,Zfp36l2,Zfp36l2,NA,NA,NA,NA,FALSE,NA,exon,Zfp36l2,0.10545940813818615,0.9691650817002728,NA,NA,NA,miR-375-3p,ENSMUSG00000045817,P23949,12193
chr17,87255183,87255253,71,-,2622,peak11656,Mcfd2,NA,NA,NA,Mcfd2,Mcfd2,FALSE,NA,utr3,Mcfd2,0.10270394158459636,2.3520904622400556,NA,NA,NA,"miR-17-5p/20-5p/93-5p/106-5p, miR-194-2-3p/6926-5p/7055-5p",ENSMUSG00000024150,Q8K5B2,193813
chr17,87255370,87255464,95,-,4928,peak11657,Mcfd2,NA,NA,NA,Mcfd2,Mcfd2,FALSE,NA,utr3,Mcfd2,0.5081006794102573,0.4757974565818938,miR-194-2-3p/6926-5p/7055-5p,miR-194-2-3p/6926-5p/7055-5p,NA,"miR-151-3p, miR-181-5p",ENSMUSG00000024150,Q8K5B2,193813
chr17,87255489,87255544,56,-,1645,peak11658,Mcfd2,NA,NA,NA,Mcfd2,Mcfd2,FALSE,NA,utr3,Mcfd2,0.013258851784642688,4.024829671022005,NA,miR-200-3p/429-3p,NA,miR-24-5p,ENSMUSG00000024150,Q8K5B2,193813
chr17,87255866,87255923,58,-,5076,peak11662,Mcfd2,NA,NA,NA,Mcfd2,Mcfd2,FALSE,NA,utr3,Mcfd2,0.9494110307129066,0.05197938126636716,NA,miR-23-3p,NA,miR-23-3p,ENSMUSG00000024150,Q8K5B2,193813
chr18,3405691,3405743,53,+,6396,peak11667,Cul2,NA,NA,NA,NA,NA,FALSE,NA,exon,Cul2,0.09463535202272773,-0.9015106708671926,NA,miR-140-5p,NA,NA,ENSMUSG00000024231,Q9D4H8,71745
chr18,10775651,10775704,54,+,17699,peak11679,Mib1,NA,NA,NA,NA,NA,FALSE,NA,exon,Mib1,0.001583346579064581,2.567999382279846,NA,NA,NA,miR-192-5p/215-5p,ENSMUSG00000024294,Q80SY4,225164
chr18,11085036,11085092,57,+,2098,peak11687,Gata6,NA,NA,NA,Gata6,NA,FALSE,NA,utr3,Gata6,0.27909613531856964,1.3524384960988396,miR-10-5p,NA,NA,miR-192-5p/215-5p,ENSMUSG00000005836,Q61169,14465
chr18,12991058,12991130,73,+,3122,peak11698,Impact,NA,NA,NA,Impact,NA,FALSE,NA,utr3,Impact,0.9323928809991154,-0.08093988626380143,miR-96-5p,NA,miR-182-5p,"miR-27-3p, miR-30-5p/384-5p, miR-200-3p/429-3p, miR-200-3p/429-3p",ENSMUSG00000024423,O55091,16210
chr18,20585806,20585865,60,+,20833,peak11711,NA,Dsg2,NA,NA,NA,Dsg2,FALSE,NA,utr3*,Dsg2,3.3434483787259074e-4,3.4065831933520823,NA,miR-200-3p/429-3p,miR-25-3p/32-5p/92-3p/363-3p/367-3p,NA,ENSMUSG00000044393,O55111,13511
chr18,20590052,20590104,53,+,4565,peak11713,Dsg2,NA,NA,NA,NA,NA,FALSE,NA,exon,Dsg2,0.06172767800142773,1.4771500663097334,NA,miR-532-5p,miR-192-5p/215-5p,miR-205-5p,ENSMUSG00000044393,O55111,13511
chr18,20601915,20601967,53,+,2041,peak11723,Dsg2,NA,NA,NA,NA,NA,FALSE,NA,exon,Dsg2,0.8062022546034862,-0.2511513280500887,NA,NA,NA,miR-194-5p,ENSMUSG00000044393,O55111,13511
chr18,20602333,20602449,117,+,2305,peak11725,Dsg2,NA,NA,NA,Dsg2,NA,FALSE,NA,utr3,Dsg2,0.27143418249689194,1.138279454527986,NA,NA,miR-19-3p,miR-194-2-3p/6926-5p/7055-5p,ENSMUSG00000044393,O55111,13511
chr18,20602622,20602672,51,+,3019,peak11727,Dsg2,NA,NA,NA,Dsg2,NA,FALSE,NA,utr3,Dsg2,0.6793207768934102,-0.30326044331148766,NA,miR-183-3p,miR-10-5p,miR-378-3p,ENSMUSG00000044393,O55111,13511
chr18,20602754,20602812,59,+,3219,peak11728,Dsg2,NA,NA,NA,Dsg2,NA,FALSE,NA,utr3,Dsg2,0.31597569039109163,-0.7067898459508044,NA,NA,NA,"miR-194-2-3p/6926-5p/7055-5p, miR-1198-5p",ENSMUSG00000044393,O55111,13511
chr18,20602925,20602981,57,+,4157,peak11730,Dsg2,NA,NA,NA,Dsg2,NA,FALSE,NA,utr3,Dsg2,0.01698785479314446,2.8736591239350147,NA,NA,miR-30a-3p/30d-3p/30e-3p,miR-27-3p,ENSMUSG00000044393,O55111,13511
chr18,20603321,20603378,58,+,2094,peak11732,Dsg2,NA,NA,NA,Dsg2,NA,FALSE,NA,utr3,Dsg2,0.024837354473795564,3.456503182697943,NA,NA,NA,miR-130-3p/301-3p,ENSMUSG00000044393,O55111,13511
chr18,20604079,20604183,105,+,2280,peak11736,Dsg2,NA,NA,NA,Dsg2,NA,FALSE,NA,utr3,Dsg2,0.30333509189764535,1.3408971805861427,NA,"miR-374b-5p, miR-30-5p/384-5p",miR-18-5p,"miR-27-3p, miR-192-5p/215-5p, miR-16-1-3p",ENSMUSG00000044393,O55111,13511
chr18,20673784,20673840,57,+,8660,peak11739,Ttr,NA,NA,NA,Ttr,NA,FALSE,NA,utr3,Ttr,0.002859072841642324,3.52341728981981,NA,miR-141-3p,miR-378a-5p,miR-22-3p,ENSMUSG00000061808,P07309,22139
chr18,23892000,23892058,59,+,4315,peak11755,Mapre2,NA,NA,NA,Mapre2,Mapre2,FALSE,NA,utr3,Mapre2,0.006686811745385512,4.121629088338302,miR-191-5p,NA,NA,NA,ENSMUSG00000024277,Q8R001,212307
chr18,24284706,24284757,52,+,1733,peak11756,Galnt1,Galnt1,NA,NA,NA,NA,FALSE,NA,exon,Galnt1,0.08781586188919366,2.454456685772256,NA,NA,miR-23-3p,NA,ENSMUSG00000000420,Q6P9S7 O08912,14423
chr18,31647462,31647510,49,+,2518,peak11758,NA,Sap130,NA,NA,NA,NA,FALSE,NA,intron,Sap130,0.02667929468738116,3.503049836182162,NA,miR-194-5p,NA,NA,ENSMUSG00000024260,Q8BIH0,269003
chr18,31782734,31782786,53,+,2851,peak11763,Ammecr1l,NA,NA,NA,Ammecr1l,NA,FALSE,NA,utr3,Ammecr1l,0.6864029490230924,-0.4011293168339541,miR-29-3p,NA,NA,NA,ENSMUSG00000041915,Q8JZZ6,225339
chr18,32217252,32217299,48,+,1588,peak11765,Map3k2,Map3k2,NA,NA,NA,NA,FALSE,NA,exon,Map3k2,0.86101841797105,0.18265238879289636,NA,NA,NA,NA,ENSMUSG00000024383,Q61083,26405
chr18,32244800,32244850,51,+,2671,peak11768,Ercc3,Ercc3,NA,NA,NA,NA,FALSE,NA,exon,Ercc3,0.5701852997537505,0.5046122834295443,NA,miR-148-3p/152-3p,miR-192-5p/215-5p,"miR-345-5p, miR-130-3p/301-3p",ENSMUSG00000024382,P49135,13872
chr18,32245539,32245591,53,+,2236,peak11769,Ercc3,NA,NA,NA,NA,NA,FALSE,NA,exon,Ercc3,0.028435301487614074,3.408797934430706,NA,NA,NA,miR-181-5p,ENSMUSG00000024382,P49135,13872
chr18,34647436,34647486,51,+,5435,peak11775,n-R5s25,NA,NA,NA,NA,NA,FALSE,NA,exon,n-R5s25,5.224269224926927e-10,-4.669942614640458,NA,NA,NA,miR-10-5p,ENSMUSG00000064857,"NA",NA
chr18,34837763,34837820,58,+,30667,peak11777,Kdm3b,NA,NA,NA,Kdm3b,NA,FALSE,NA,utr3,Kdm3b,3.0931009376523525e-4,2.0319109513704867,miR-200-3p/429-3p,NA,NA,miR-103-3p/107-3p,ENSMUSG00000038773,Q6ZPY7,277250
chr18,34864350,34864407,58,+,3275,peak11780,Egr1,NA,NA,NA,Egr1,NA,FALSE,NA,utr3,Egr1,0.07128254272397488,2.671274866773456,miR-191-5p,NA,NA,miR-141-3p,ENSMUSG00000038418,P08046,13653
chr18,35124955,35125027,73,+,5994,peak11783,NA,Ctnna1,NA,NA,NA,NA,FALSE,NA,intron,Ctnna1,0.009991609041203284,4.01879874853892,miR-194-5p,NA,miR-24-3p,NA,ENSMUSG00000037815,P26231,12385
chr18,35156591,35156639,49,+,1426,peak11787,NA,Ctnna1,NA,NA,NA,NA,FALSE,NA,intron,Ctnna1,0.3236294394007624,1.049891646058087,let-7-5p/miR-98-5p,NA,NA,miR-196-5p,ENSMUSG00000037815,P26231,12385
chr18,35165488,35165533,46,+,2903,peak11788,NA,Ctnna1,NA,NA,NA,NA,FALSE,NA,intron,Ctnna1,5.096441936755611e-4,5.678062195921823,miR-24-3p,miR-194-5p,NA,NA,ENSMUSG00000037815,P26231,12385
chr18,35254458,35254513,56,+,6083,peak11806,Ctnna1,NA,NA,NA,Ctnna1,NA,FALSE,NA,utr3,Ctnna1,0.0040789286248665785,3.9303022696044443,NA,NA,NA,NA,ENSMUSG00000037815,P26231,12385
